userName;score;at;content;;
Egri Dora;5;27/01/2023 22:02;Mantul aplikasi gojek;;
Aditya WT;1;27/01/2023 22:00;TOLONG KEMBALIKAN TOMBOL BATALKAN PESANAN!! BIAR SAYA GA SUSAH2 KALO DRIVERNYA MINTA CANCEL!!;;
Wulan Safitrii;5;27/01/2023 22:00;Terbaik lah pokoknya disaat malas keluar ada gojek bisa dianter kapan saja..suka pokoknya terimkasih banyak gojek sangat membantu sekali;;
Aris Pujiono;1;27/01/2023 21:56;Drivernya pada songong songong skrng mah;;
Rafika;1;27/01/2023 21:55;Kenapa yang discount besar hanya untuk paylatter 😭;;
Mymyra Queen;5;27/01/2023 21:43;Mantap pokoknya;;
Diana Ratnasari;1;27/01/2023 21:38;hinnmmm QQ;;
Nita Lestari;5;27/01/2023 21:34;Membantu banget di saat kita sangat² membutuhkan terus tingkatkan lagi pelayanan kualitasnya;;
Ce Mong;1;27/01/2023 21:17;Kecewa Semenjak Updeat gopay gampang limit,,dan Terlalu sensitif Sistem nya,,Resiko akun gopay ke kunci/ke blokir parah;;
Jamal Udin;5;27/01/2023 21:08;Bagus banget apk ny;;
Andhika Pratama;5;27/01/2023 21:08;sejauh ini sih sangat bagus menurut saya ya,tingkatkan terus pelayanan nya terima kasih sukses selalu.;;
Jarot Suharso;5;27/01/2023 21:08;Mantabbbbbbbb;;
Nia Jurniah;5;27/01/2023 21:06;Sangat membantu dengan aplikasi gojek ini bisa kmn2 tanpa ribet;;
rini Rini;5;27/01/2023 21:03;Mantap;;
fian 74;5;27/01/2023 20:59;Baik uk gofood ya tp uk gocar msh mahal dgn sebelah;;
Adi Slamet;5;27/01/2023 20:58;Puas;;
Yus Hanggono;5;27/01/2023 20:53;Cepat dan tepat;;
Deny Saputro;5;27/01/2023 20:47;Sangat membantu;;
Ria Angriani;5;27/01/2023 20:42;Mantab ini aplilasi, ke depan semoga lebi banyak free dari setiap aplilasi gojek hehhe;;
Jen Sjieng;5;27/01/2023 20:35;Mantap!!;;
Khairuz zaki;5;27/01/2023 20:32;Seru;;
Suyono;5;27/01/2023 20:31;Layanan sangat bagus;;
Jonathan Maruli;5;27/01/2023 20:17;Aplikasi nya bagus;;
R. Effendy;5;27/01/2023 20:16;siap;;
Aryani Channel;1;27/01/2023 20:12;kenpa paylater sya tidak bisa di pakai mohon di perbaiki;;
rina meysediani;5;27/01/2023 20:09;Bagusssss;;
Tomas Edison;5;27/01/2023 20:02;Puas banget;;
Gabriela 2710;5;27/01/2023 20:02;Mantapp;;
Zakaria Apriyadi;5;27/01/2023 19:56;bagusss lah;;
Konten Ku;1;27/01/2023 19:15;sangat amat sampah.;;
Hendro Leo;1;27/01/2023 19:13;Sangat membantu;;
Hendra Bayu Adi Wijaya;1;27/01/2023 19:05;Aplikasi gojek sangat menambah kemiskinan aja dan menambah pengangguran gojek sistem operasi yg gak jelas untuk masa depan driver nya;;
Elniago Sitepu;1;27/01/2023 19:00;Beralih ke aplikasi lain gw,dekat aja 15 ribu bayarnya,;;
The Sun;1;27/01/2023 18:59;Tolong Gojek Indonesia lebih memperhatikan Drivernya jangan asal menjadikan mitra akhir akhir ini sering sekali mendapat driver go ride yang kendaraannya tidak layak apalagi nyaman dan banyak driver yang sudah terlalu sepuh(tua) kurang layak untuk menjadi driver Tolong lebih selektif dan memonitoring terus keadaan real para driver mitra gojek demi kenyamanan Pengguna Gojek;;
Anisa Rosiani;5;27/01/2023 18:59;Sangat baik;;
Tar Yadi;5;27/01/2023 18:58;ok;;
Keisya Ramadani Prasetyo;1;27/01/2023 18:56;gara gara mba gojek, cewe aku ngambek tauu! gamau tauu pokoknya bintang 1 buat mba gojek dan gojek lainnyaa. From: pacarnya taniee😡💓;;
Sri Wahyuni;5;27/01/2023 18:55;Gofood banyak promonya;;
syahira sahla;5;27/01/2023 18:40;hm b aja sie tp mhl tp gpp lh;;
Oki Putra;5;27/01/2023 18:34;Bagus;;
banar sarmib;1;27/01/2023 18:34;Tidak bisa diinstal...;;
Deni Purwantara;5;27/01/2023 18:32;Joss membantu dr dulu;;
safitri kaharudin;1;27/01/2023 18:28;Gojek sekarang pada belagu ambil orderan hujan gerimis aja gak ad yg mau nerima orderan menyebalkan lama2 ini aplikasi;;
TEKUKUR Kuk;5;27/01/2023 18:28;Ok;;
ADE ROMANDA;5;27/01/2023 18:26;Gojek mah mantap;;
Akun Epbi;1;27/01/2023 18:25;UI nya aneh yg sekarang;;
Dewi Astutik (Diyosa);5;27/01/2023 18:25;sangat membantu;;
naneuncandy;4;27/01/2023 18:10;Kenapa sekarang g muncul voucher goride lagi ya? Mana hargany juga berubah jadi lebih mahal 😢;;
Anu Ku;1;27/01/2023 18:09;Semakin lama semakin mahal biaya aplikasimu,ambil pelajaran dari nokia,suatu saat kamu akan hancur kalau terus terusan kamu menaikan biaya aplikasi,lambat laun custamermu akan berpindah ke aplikasi lain yang gratis;;
Marsya Sylfiana;5;27/01/2023 17:57;Bagus buat yg males pergi untuk membeli makanan. Dan bagus yg gx punya mbil bisa pergi naik mobil 🤗;;
Mbak Shinta;1;27/01/2023 17:49;Aplikasinya tdak bisa di download;;
Karimah nurfaizah;5;27/01/2023 17:46;Baik;;
Jeni Sri r;5;27/01/2023 17:40;Oke banget;;
Fay Zza;1;27/01/2023 17:27;Pay later nya ngk jelas bet njir;;
Panca Aji Nugraha;1;27/01/2023 17:16;Semkin sering berlangganan semakin besar tarifnya ga bisa di andelin payah;;
Ozy Kojim;5;27/01/2023 17:11;Bagus;;
Muhammad Crispo;2;27/01/2023 16:57;Tidak ada promo/ diskon jadi mahal;;
Patmawati Hanafie;5;27/01/2023 16:50;Terpercaya;;
Epepitu Apa;2;27/01/2023 16:44;Udah go+ masih aja gak kebuka gopay later;;
Febrian Jaya Insani;1;27/01/2023 16:37;Gak customer service ga driver ga ada yang tanggung jawab documen ilang ongkir mahal, telp sana sini email sana sini respon nya suruh tunggu, emang selama apa buat telp driver yg kirim, kita pelanggan ga di kasih akses telp driver, aplikasi gilak;;
asep suhendra;5;27/01/2023 16:35;Mantaab;;
Dinda Astri Hendiani;1;27/01/2023 16:34;Harganya gak jelas. Yang bener dong masa harga yang tertera beda jauh sama pas selesai mending seribu lima ribu. Ini dari 7 ribu ke 25 ribu.;;
Fikri Nakhlah Rafi;5;27/01/2023 16:33;Grafiknya hd;;
Yedi Setiadi;5;27/01/2023 16:25;Mantap;;
Asep Yudha Raharja;5;27/01/2023 16:25;Baik pelayanannya;;
Budi Nugraha;5;27/01/2023 16:16;bagus;;
elden bdg;5;27/01/2023 16:13;Ok cm gofood biaya penanganan tambah gede aja hiks;;
Retha Valeryn;5;27/01/2023 16:03;Sebentar lagi pariban kan ulang tahun. Nanti mau dikasih apa 😃🙏hadiahnya? Nanti kita makan BPK di Ola Kisat ya.;;
Lia Meitasari;5;27/01/2023 16:00;Sangat bagus;;
nanda;5;27/01/2023 15:56;Saya kok gk ada dapet vocer yahh,semua teman saya ada Pilih kasih nihhhಠ⁠_⁠ಠ;;
Eka arif;5;27/01/2023 15:53;Mantap betul;;
Adelia Andini;5;27/01/2023 15:53;Bagus;;
Agusua ZjJ;1;27/01/2023 15:48;"SAMPAH BANGET AKUN TIDAK APA"" AKUN GOPAY TERBLOKIR";;
BUDI RAHAYU;5;27/01/2023 15:45;ok;;
Harta Trik;5;27/01/2023 15:41;Saya sangat terbantu dengan gojek;;
Raja angga;5;27/01/2023 15:37;Mantap bosku;;
Gelap Malam;5;27/01/2023 15:37;Mantap jaya;;
Mirza Riadi;5;27/01/2023 15:35;Amat sangat membantu....;;
Putra Satria;1;27/01/2023 15:34;Susah mncari driver !!;;
Rina .A;5;27/01/2023 15:27;Siiiiiip Lah;;
kirey bilqis;5;27/01/2023 15:22;kamu nanyakk;;
Akbar Octafianto;1;27/01/2023 15:15;"maaf sblmny dri aplikasi gojek mengandung yg tidak di inginkan,saya wktu itu pesan gojek,yg dtng Kakak-kakak,sya di pegang"" segala macem yg dia pegang";;
herlin wati;5;27/01/2023 15:14;Trima kasih;;
Barlisyahputra;1;27/01/2023 15:10;Ojek sekarang jujur min kacau si aneh beda tidak seperti dulu mudah2 lebih bagus lagi baik dll ya...ada yang kacau di aplikasi emang tidak terlihat jujur ada aneh lebih baik di hapus itu ya agar lanjar maaf;;
TAN DJOE MENG;5;27/01/2023 15:06;Puas deh;;
Helsen Kusumah;4;27/01/2023 14:54;Saya senang pake gojek;;
Ari Susanto;1;27/01/2023 14:32;Knp saya tidak bisa download gojek ya?.....padahal lagi butuh2 nya;;
Maya Rizal;5;27/01/2023 14:31;Hai PT. GOJEK tlg jgn stack di level Anak Sultan doang dong adain juga Anak Raja dgn target 20000XP dan siapa yg mencapai level itu berhak mendapatkan Gopay Coins 50K biar para Anak Sultan semangat lagi ngordernya😁😍 tlg dipertimbangkan yaa😁🙏 Overall Gojek sdh The Bestlah byk promo2 dan itu yg bikin saya nga bisa pindah kelain hati 😜😍;;
Lela Andraini;4;27/01/2023 14:22;Puassss;;
Sg Ijo;1;27/01/2023 14:17;JARINGAN MAKIN LELET PARAH, LOGIN DOANG KAGAK BISA, ORDERAN NUMPUK TAPI SISTEM GOJEK KEK GINI, PALING BENER EMANG UNINSTALL;;
Kurnia Harwanto;5;27/01/2023 14:10;Oke banget....gercep 👍🏻👍🏻👍🏻;;
Andin Nanda Aulia Permata;1;27/01/2023 14:05;Gojek tolong dong ini saya dari tadi buat pemesanan makannya ngga bisa terus kenapa si;;
Erik alfarizi;1;27/01/2023 14:00;Mohon kerjasamanya saya top up udah 2 hari blm masuk juga saldo GO-PAY, keterangan di ATM sudah berhasil tapi sampe sekarang saldo GO-PAY blm masuk juga;;
Mas Kamal;1;27/01/2023 13:59;ini ada apa gojeekkkk? di pake transfer ke bank ga bisa2. udh berhari pula. apk udh di upgrade msh ttp aja ga bisa.;;
dedy ferdiansyah;5;27/01/2023 13:41;Terimakasih Banyak n Sangat Membantu Saya;;
hariyanto Prasetyo;1;27/01/2023 13:39;Mesen mobil lama banget sampe setengah jam. GPSnya ngaco gak akurat ngestuck mulu statusnya, ditelpon pada gak jawab drivernya jadi dicancle mulu;;
Benny Arie;5;27/01/2023 13:35;Mantaabb dah..!;;
Kusyati Yati;5;27/01/2023 13:24;Puas;;
Dadang K2122;4;27/01/2023 13:11;Sya kasih bintang 4 dulu ya ,soal nya saya belum dapat gopay letter nya haaaaaa;;
Aditya Pauwah;5;27/01/2023 12:59;Keren;;
TK ISLAM AL KAHFI 01;5;27/01/2023 12:57;Ok;;
Yuniar Puspita sari;5;27/01/2023 12:43;sopan ramah;;
Weird human;1;27/01/2023 12:37;Halo gojek, maaf banget saya turunkan bintangnya tapi saya agak kesal dengan beberapa driver yang membatalkan pesanan padahal jarak sudah dekat dari titik jemput;;
John sitompul;5;27/01/2023 12:31;aplikasinya oke dan pelayanannya baik;;
Vera Soraya;5;27/01/2023 12:25;Baik;;
Muhammad Yusuf;5;27/01/2023 12:16;Bagus;;
Deddy Kurniawan;5;27/01/2023 12:13;Bagus;;
Jon Umam;5;27/01/2023 12:13;Ongkir gofood kl ga pakai promo terlalu mahal.. jarak terdekat 17ribu.. yg jadi pertanyaan driver cuma dpt ongkir 8800.. knp potongan terlalu besar..;;
Ekka Yulia;1;27/01/2023 11:55;Buruk sekali pelayanan gojek burukk;;
Arwan lase Arwan;5;27/01/2023 11:54;Bagus kerennn;;
Gatut Supiyanto (Mas Gatut);5;27/01/2023 11:50;Saya pemakai gojek rutin dan masih terlayani dengan baik;;
deco;5;27/01/2023 11:50;Saya sangat suka;;
Jak Bhentol;1;27/01/2023 11:49;Sekarang makin mahal kalo pesen makanan. Kalo mau ongkirnya yang mahal, harga makanannya jangan di markup. Ini mah ongki r mahal dan harga di markup Saya peseen nasdang langganan via ojol karna sibuk gak bisa keluar kantor, saya biasa beli 16rb, di ojol 21rb dan onkir 15rb Kalo jalan kaki saya bisa kenyang dapet 2 bungkus itu 😂, jarak nasdang ke kantor coman 300m padahal.;;
Alam Syah;5;27/01/2023 11:47;Daftar awal.cara daftar payleter gmna ya.untuk tgl tua.bos.jaga jaga.;;
B SINGGIH SUBEKTI;4;27/01/2023 11:45;Tambahin dong tema darkmode untuk menghemat baterai;;
Hp Rumah;5;27/01/2023 11:40;Gojek is the best;;
TFTX swex;1;27/01/2023 11:38;Lokasi driver sering jauh padahal bnyak driver yg dekat;;
putra Ali Saputra;5;27/01/2023 11:37;1 Minggu Tembus 1jt;;
Deviya Eko;5;27/01/2023 11:35;Bagus suka sering dapat voucher hanya sja,driver sering mengeluh kalau dapt nya posisi agk jau gk mw suruh censel jadi males,tolong dong di prhatiin lagi driver nya kn udah krjaan nya🙏🏻🙏🏻🙏🏻;;
Nunik Ermawati;5;27/01/2023 11:27;aplikasi ini berguna banget buat topup dan beli makanan di aplikasi ini saya kasi bintang 5;;
La Pein;2;27/01/2023 11:15;LOGIN TERLALU RIBET HARUS PAKAI LINK VERIFIKASI SEGALA DAN WAJIB NOMER AKUN TERSEBUT HARUS DIPAKAI AKSES INTERNET BARU BISA. INI MASALAHNYA SETIAP KLIK LINK SELALU BLANK PUTIH;;
Fildzah Nuramalia;1;27/01/2023 11:13;jujur aneh banget padahal sinyal stabil, nyoba buka sosmed aja lancar banget tapi giliran dipake buat payment gopay malah gabisa dan gagal 4x padahal lagi urgent??? hadeh bikin kesel aja. tolong diperbaiki lagi servernya.;;
Pengguna Google;5;27/01/2023 11:04;gopaylater cicil ku koq gak ada lagi di aplikasi gojek ku, apa yang terjadi, sengaja dimatikan?;;
Kadal Saurus;1;27/01/2023 10:56;Biasa jasanya makin lama makin gak ngotak. Padahal udah ada ongkir, harga makanan yg di app sm di warung beda.lbh mahal yg di app. Biaya jasa buat apa kalau harga makanan udh mahal bisa buat bayar pajak, RIBA itu namanya. Dzolimi konsumen. Juga udah ada ongkir.;;
Nur Alif;1;27/01/2023 10:49;Stop notifikasi sampah. Akhir2 ini banyak notifikasi, tpi ujung2nya gak jelas,;;
Eska Khasanah;5;27/01/2023 10:46;Oke banget;;
Alisa Ramadhaniputri;1;27/01/2023 10:40;Sudah berapa kali tidak dapat gojek, tidak ada layanan gojek di lokasi terus;;
nur rezeqi;5;27/01/2023 10:39;cepat teoat waktu;;
Julius Manurung;1;27/01/2023 10:38;mohon diperhatikan nasib mitra mu;;
Mawar Merah;5;27/01/2023 10:33;Bagus;;
Boy Adi;5;27/01/2023 10:31;Bagus, sangat membantu saat di butuhkan...tks;;
Wenti Nuryani;5;27/01/2023 10:30;Baikkkk;;
Rofi Syofian;5;27/01/2023 10:28;Oke banget deh;;
Yulian Sudaryono;5;27/01/2023 10:12;😘;;
Andi Rifqa Aida Amin;1;27/01/2023 09:50;Ini kenapa saya mau transaksi sesuatu dan setelah saya masukkan sadi salah terus? PADAHAL SANDI NYA UDH BENER LOH, SY JD GK BISA TRANSAKSI PAKE GOJEK PADAHAL SALDO SAYA ADA DI GOPAY SEMUA. TOLONG DONG ERROR NYA PERBAIKI SAYA KLO INGIN TOP UP SESUATU PAKE GOPAY SUSAH KRN GAGAL TERUS;;
H.A. ROZAK ABUHASAN MBA;5;27/01/2023 09:45;Sangat ok gosend. Aku beri 5 bintang. Terima kasih;;
FENNY MONALISA BALUKH;5;27/01/2023 09:44;Bagus;;
Himawan Yusuf;5;27/01/2023 09:39;Tidak bisa chat gambar atau video;;
Yen Triyani;5;27/01/2023 09:38;suka;;
Febry Huslyanda;2;27/01/2023 09:38;Sering eror sekarang!;;
Denis Stoner;5;27/01/2023 09:22;Ongkir sekarang menggila😩😩;;
andri rahmadsyah andri;5;27/01/2023 09:20;Bagus;;
Ibes Alfiansyah;5;27/01/2023 09:19;Sngt baik;;
Yayan Supriatna;5;27/01/2023 08:37;Lebih mudah tranportasi.dan nyaman;;
Nedi Rustandi;4;27/01/2023 08:31;Bagus;;
Muhammad Fahmi;5;27/01/2023 08:20;Ckup membantu;;
Ridwan ;;5;27/01/2023 08:15;Seharusya berbagi oderan;
Satriyo Agung nugroho;5;27/01/2023 08:15;Mantap;;
Justitia Ganendra;1;27/01/2023 08:10;Mantapp kalau komen disini di respon 1x24jam tapi kalau di komen di gopartner biar kata para driver menyampaikan keluhan bahkan sampai menjerit sebagaimanapun saya lihat komen nya tdk ada yang di respon;;
Wawan ;;4;27/01/2023 08:05;Membantu;
Pahri Setiadi;5;27/01/2023 07:58;sangat membantu banget pokoknya, tapi sayang nya saya gak dapat voucher promo dah gak kayak orang². jadi enggak terlalu sering gunain ini apk. Terimakasih banget sangat membantu.;;
Awan sutiawan;5;27/01/2023 07:33;mantap;;
Saril Wawan;5;27/01/2023 07:30;Ok;;
gio kds;5;27/01/2023 07:27;Best aplikasi;;
Harizky Nurwahid;5;27/01/2023 07:22;Nyaman;;
inda lutfia;5;27/01/2023 07:09;bagus bangeet;;
Mahesa 70;5;27/01/2023 06:55;Good , mantab , wajib punya pengguna hp android;;
Sandhi 93;5;27/01/2023 06:53;"Abang nya ramah""";;
Fadhli Setiawan;1;27/01/2023 06:48;BUAT IT GOJEK TOLONG KLO ADA PEMULIHAN/PERBAIKAN SISTEM DILAKUKAN DISAAT JAM2 TENGAH MALEM SAJA ,KARNA SEKARANG SERING JAM2 SIANG DISAAT BANYAK PENGGUNA PAKE MALAH ERROR GAK BISA DIGUNAKAN;;
abu abhi;5;27/01/2023 06:45;Sangat membantu;;
Varil Ardiansyah Putra;5;27/01/2023 06:40;Tolong Dong Untuk Ukuran Aplikasinya Di Perkecil Menjadi sekitar 50 MB Ke Bawah, sebenernya fiturnya lengkap semua tapi ukuran aplikasinya itu loh;;
Tetty Heryani;5;27/01/2023 06:37;Segalanya bagus memuaskan ontime ramah;;
Rndii rskii;5;27/01/2023 06:34;Bagus;;
Nuhaa Zain;5;27/01/2023 06:25;Alhamdulillah baik,amanah yg tadinya was² Krn jam.2 pagi, selamat sampe rmh;;
Fitri suriyanto kusanagi;5;27/01/2023 06:22;Luar biasa;;
achmad rizal;5;27/01/2023 06:10;Efisien saat butuh tumpangan cepet dapetnya di banding apk lain;;
Diana Naufalin;5;27/01/2023 06:05;Ok;;
Hari Wahjudi;5;27/01/2023 05:36;nice application;;
Wendy Dwi Saputra;4;27/01/2023 05:27;Min tolong di cek donk. Gojek kastamer banyak yg foreclose nih. Saya dapet info dr 5 castamer;;
Warung Songkha;5;27/01/2023 05:25;Mantap;;
Vicki Handoko;5;27/01/2023 05:22;Membantu waktu lagi butuh jemputan;;
Indra Kustiawan;5;27/01/2023 05:20;Ok.;;
Sulaiman Iman;1;27/01/2023 04:06;Tolong bang iklanya di kondisikan;;
Risfri Awan;5;27/01/2023 03:28;apknya bermanfaat;;
DN SpIERAM;5;27/01/2023 03:22;Oray Savy;;
Sunarlan Ar;5;27/01/2023 03:10;Sudah bagus,hanya kadang2 waktu mau up setelah bersama penumpang tidak bisa digeser/diklik. Saya shutdwon orderan malah tidak muncul,walau akhirnya bisa setelah sampai di tempat tujuan.;;
Qaila Scorp;2;27/01/2023 03:03;saya ksh bintang 2 dulu deh,agak rumit juga ya ne aplikasi gojek,KLO pesen makanan agak ribet, sdh gtu KLO Kita pesan mknn , terlalu lama mau di cansel juga NGA bisa;;
Tb. M. FAISAL .R ;SIK ;MH;5;27/01/2023 01:47;I Like This App
Zaedan Alfarizqi;1;27/01/2023 01:05;Klo pembagian order tuh yg adil jangan cuma mengutamakan driver prioritas coba kasih mereka terus order diatas 5km udah pasti gak bakal diambil tuh orderan. Bayangin aja disaat driver lain on bid berjam-jam baru dapet 1 sd 3 order tp driver prioritas jam 9 aja udh 15 order.;;
Leo Termuda;5;27/01/2023 01:05;Gojek ok;;
Di Ka;5;27/01/2023 00:39;Mantap;;
Nas Gor;5;27/01/2023 00:38;terima kasih banyak pihak gopay sudah mengembalikan dana saya sangat bahagia makasi banget,hanya orang tolol idiot yang ga dolot ni apk;;
Sis Wanto;5;27/01/2023 00:38;Ok;;
Mochammad Shofyan Baharuddin;5;27/01/2023 00:29;Okjek;;
Fazza panazir;5;27/01/2023 00:21;Bagus;;
Anton Setiabudi24;2;27/01/2023 00:20;kebanyakan biaya..cntoh makanan yg cma kurang dri 20 rbu..ada tambahan ini dan itu dri aplksinya..jdi 50 rbu lebih..kacau;;
UJ Raswan;5;27/01/2023 00:08;Terimakasih sudah memudahkan segala urusan kami;;
YouNoob Channel;1;26/01/2023 23:34;Woi gojek babbi , guna nya kalian buat opsi ganti nomor untuk apa Tpi tunggu 30 jam untuk apa ha? Email sesuai Kode veryf sesuai Maksudnya apa Untuk keamanan perangkat Dana aja gak perlu aneh aneh Tinggal foto wajah udah masuk ke nomor yg hilang Kenapa gak gtu aja klen buat bujang Jgn bikin ribet babbbi;;
Yatii;1;26/01/2023 23:24;Penyelesaian masalah terlalu lama , kerjanya LEMOT;;
IBNU SUPRIYADI;5;26/01/2023 23:24;Ok;;
Fandryal Lumbanraja;1;26/01/2023 23:22;Makin kesini pihak aplikasi semakin ngeri dalam pengambilan untung Terutama di GOFOOD Kalian sudah mendapat potongan 20% dari setiap penjualan resto Dapat lagi 20% dari ongkos kirim Ini malah di tambah lagi Rp5000 untuk biaya pemesanan kepada customer. Jadinya customer malas untuk mesan food karena pembengkakan budget Orderan resto jadi sepi, orderan driver pun menurun. Kalau begini caranya, lama kelamaan customer akan meninggalkan penggunaan aplikasi ini dan GOJEK pun BANGKRUT;;
ika dyah juli wijayanti;5;26/01/2023 23:15;Selalu ada disetiap waktu.. terimaksih;;
M. Nail Bara;5;26/01/2023 23:15;mas baguss driver gojek semarang sangat ramah;;
Handoko Wildan;5;26/01/2023 23:13;Perjalanan malam hari drivernya nyantai ,enak diajak komunikasi dan ramah;;
Tyo Sulistiono;1;26/01/2023 23:05;Makasi bnyak;;
muhamad ishak;4;26/01/2023 22:55;Pengemudinya asik baik juga meskipun harganya mahal jadi mohon kebijakannya untuk sering sering ngasih diskon buat yg rumahnya jauh;;
Fitriaa Hamzahh;5;26/01/2023 22:50;sangat bagus dan nyaman;;
Cellena Zeus;5;26/01/2023 22:49;Proses lumayan cepat;;
Mochamad Firdaus;1;26/01/2023 22:42;Kacau. Driver susah dapet, gw cancel karena gak dapet2 driver malah gw yg kena suspend padahal butuh banget...;;
azzam Tanjung;5;26/01/2023 22:40;👌;;
Annita Aulia fitri;1;26/01/2023 22:39;Kok di akun saya suka ada yang nelfon ya sudah 3 kali kejadian padahal saya gak pesan apa apa,tpi yang nelfon nya ini pelanggan bkn nya driver,tolong dong gojek gimana nih ngatasin nya;;
Bemby Romeo;5;26/01/2023 22:28;Bagus dan semangat dan cepat meskipun hujan rintik tetap jalan tanpa keluhan.;;
Irsyad Project;1;26/01/2023 22:23;kapan gojek hadir dikotaku hmmm;;
Aky Dzaky;1;26/01/2023 22:19;Gila la orang mu masuk ke akun sendiri gk bisa kayak mana mau bayar tagihan ko gk bisa masuk akun sendiri ...tolong la gojek di perbaik i layanan ny kota banyak masa di bilang gk aktif stres jangan buat jadi jelek la 🙄😡;;
ma ol;1;26/01/2023 22:13;hadeh ilang;;
Kang Hb;1;26/01/2023 22:07;Padahal udah di premium in 1 bulan lebih malah kembali ke reguler hadehhhhhh;;
Muhammad Revan;4;26/01/2023 21:46;Tolong kasih fitur menghapus riwayat pembayaran;;
Little Dayat;5;26/01/2023 21:42;Mntap poll;;
Gitta Winda syahitara;5;26/01/2023 21:42;Semoga makin sukses dan mkin maju aamiin;;
Iskandar Dinata Dinata;5;26/01/2023 21:34;Mantap Bos kuh;;
Evoy Carisaa;5;26/01/2023 21:22;baik;;
Putra Wiratmawan;5;26/01/2023 21:22;Terus lah berinovasi;;
Imam Soejais;5;26/01/2023 21:16;Okey👍💚;;
Hafifah Nur fajriana /chairuddin;5;26/01/2023 21:13;Top;;
Fadhlan Aqil;1;26/01/2023 21:00;Ketika saya memesan makanan terjadi kegagalan pada sistem dan gopay saya tersedot, mohon dikembalikan segera karena sudah saya laporkan lewat fitur bantuan pada gojek 🙏🏻;;
